"doi_charite","doi_lc","doi_no_ver_info","data_identifier","data_identifier_2nd_numbat_entry","data_id_lc","data_id_auto_cleaned","slug_charite","data_id_m_val","dataset_for_matching","data_id_secondary","detected_id","data_access","in_dashboard","source_charite","numbat_id_of_da_id","numbat_id_of_da_id_lc","listed_in_numbat_output","validated","Category","is_gen_rep","doi_id_orig_pair","doi_id_lc_pair_for_joining","doi_id_clean_pair","detected_in_numbat_originally_only_for_added","in_dcc","data_availability_statement","human_data","covid_related","charite_id_year","license","doi_id_lc_for_matching","is_detected_id_doi","das_for_analysis"
"10.1038/s41375-021-01376-1","10.1038/s41375-021-01376-1","10.1038/s41375-021-01376-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178959",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse178959","gse178959",NA,"","gse178959",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41375-021-01376-1;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178959","10.1038/s41375-021-01376-1;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse178959","10.1038/s41375-021-01376-1;gse178959",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41375-021-01376-1;gse178959",NA,NA
"10.1038/s41398-020-01150-4","10.1038/s41398-020-01150-4","10.1038/s41398-020-01150-4","https://osf.io/5xq9p/",NA,"https://osf.io/5xq9p/","//osf.io/5xq9p","5xq9p","","osf_5xq9p",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","url","TRUE","10.1038/s41398-020-01150-4;https://osf.io/5xq9p/","10.1038/s41398-020-01150-4;https://osf.io/5xq9p/","10.1038/s41398-020-01150-4;osf_5xq9p",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41398-020-01150-4;osf_5xq9p",NA,NA
"10.1038/s41422-021-00569-8","10.1038/s41422-021-00569-8","10.1038/s41422-021-00569-8","http://doi.org/10.2210/pdb7PIV/pdb",NA,"http://doi.org/10.2210/pdb7piv/pdb","10.2210/pdb7piv/pdb",NA,"","10.2210/pdb7piv/pdb",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1038/s41422-021-00569-8;http://doi.org/10.2210/pdb7PIV/pdb","10.1038/s41422-021-00569-8;http://doi.org/10.2210/pdb7piv/pdb","10.1038/s41422-021-00569-8;10.2210/pdb7piv/pdb",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41422-021-00569-8;10.2210/pdb7piv/pdb",NA,NA
"10.1038/s41422-021-00569-8","10.1038/s41422-021-00569-8","10.1038/s41422-021-00569-8","https://www.ebi.ac.uk/emdb/EMD-13454",NA,"https://www.ebi.ac.uk/emdb/emd-13454","emd-13454",NA,"","emd-13454",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41422-021-00569-8;https://www.ebi.ac.uk/emdb/EMD-13454","10.1038/s41422-021-00569-8;https://www.ebi.ac.uk/emdb/emd-13454","10.1038/s41422-021-00569-8;emd-13454",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41422-021-00569-8;emd-13454",NA,NA
"10.1038/s41431-021-00846-5","10.1038/s41431-021-00846-5","10.1038/s41431-021-00846-5","https://www.ncbi.nlm.nih.gov/nuccore/NM_020971.3?report=graph&mk=3375|NM_020971.3:c.3375_3393del|green",NA,"https://www.ncbi.nlm.nih.gov/nuccore/nm_020971.3?report=graph&mk=3375|nm_020971.3:c.3375_3393del|green","nm_020971",NA,"","nm_020971",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41431-021-00846-5;https://www.ncbi.nlm.nih.gov/nuccore/NM_020971.3?report=graph&mk=3375|NM_020971.3:c.3375_3393del|green","10.1038/s41431-021-00846-5;https://www.ncbi.nlm.nih.gov/nuccore/nm_020971.3?report=graph&mk=3375|nm_020971.3:c.3375_3393del|green","10.1038/s41431-021-00846-5;nm_020971",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41431-021-00846-5;nm_020971",NA,NA
"10.1093/bib/bbab219","10.1093/bib/bbab219","10.1093/bib/bbab219","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR14368488&display=data-access",NA,"https://trace.ncbi.nlm.nih.gov/traces/index.html?view=run_browser&acc=srr14368488&display=data-access","srr14368488",NA,"","srr14368488",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1093/bib/bbab219;https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR14368488&display=data-access","10.1093/bib/bbab219;https://trace.ncbi.nlm.nih.gov/traces/index.html?view=run_browser&acc=srr14368488&display=data-access","10.1093/bib/bbab219;srr14368488",NA,"FALSE",NA,NA,NA,NA,NA,"10.1093/bib/bbab219;srr14368488",NA,NA
"10.1093/bib/bbab219","10.1093/bib/bbab219","10.1093/bib/bbab219","https://github.com/dieterich-lab/ComparisonOfMetabolicLabeling/tree/master/pulseRTc/results/slam/data",NA,"https://github.com/dieterich-lab/comparisonofmetaboliclabeling/tree/master/pulsertc/results/slam/data","//github.com/dieterich-lab/comparisonofmetaboliclabeling/tree/master/pulsertc/results/slam/data",NA,"","//github.com/dieterich-lab/comparisonofmetaboliclabeling/tree/master/pulsertc/results/slam/data",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","github","FALSE","10.1093/bib/bbab219;https://github.com/dieterich-lab/ComparisonOfMetabolicLabeling/tree/master/pulseRTc/results/slam/data","10.1093/bib/bbab219;https://github.com/dieterich-lab/comparisonofmetaboliclabeling/tree/master/pulsertc/results/slam/data","10.1093/bib/bbab219;//github.com/dieterich-lab/comparisonofmetaboliclabeling/tree/master/pulsertc/results/slam/data",NA,"FALSE",NA,NA,NA,NA,NA,"10.1093/bib/bbab219;//github.com/dieterich-lab/comparisonofmetaboliclabeling/tree/master/pulsertc/results/slam/data",NA,NA
"10.1038/s42003-021-02635-8","10.1038/s42003-021-02635-8","10.1038/s42003-021-02635-8","http://doi.org/10.17605/OSF.IO/GUPBF",NA,"http://doi.org/10.17605/osf.io/gupbf","10.17605/osf.io/gupbf","gupbf","10.17605/osf.io/gupbf","osf_gupbf",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1038/s42003-021-02635-8;http://doi.org/10.17605/OSF.IO/GUPBF","10.1038/s42003-021-02635-8;http://doi.org/10.17605/osf.io/gupbf","10.1038/s42003-021-02635-8;osf_gupbf",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s42003-021-02635-8;osf_gupbf",NA,NA
"10.1038/s42003-021-02495-2","10.1038/s42003-021-02495-2","10.1038/s42003-021-02495-2","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140383",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse140383","gse140383",NA,"","gse140383",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s42003-021-02495-2;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140383","10.1038/s42003-021-02495-2;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse140383","10.1038/s42003-021-02495-2;gse140383",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s42003-021-02495-2;gse140383",NA,NA
"10.1038/s42003-021-02495-2","10.1038/s42003-021-02495-2","10.1038/s42003-021-02495-2","https://doi.org/doi:10.25345/C58D7S",NA,"https://doi.org/doi:10.25345/c58d7s","10.25345/c58d7s",NA,"","10.25345/c58d7s",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1038/s42003-021-02495-2;https://doi.org/doi:10.25345/C58D7S","10.1038/s42003-021-02495-2;https://doi.org/doi:10.25345/c58d7s","10.1038/s42003-021-02495-2;10.25345/c58d7s",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s42003-021-02495-2;10.25345/c58d7s",NA,NA
"10.1038/s41590-020-00817-w","10.1038/s41590-020-00817-w","10.1038/s41590-020-00817-w","https://ega-archive.org/datasets/EGAD00001006259/files",NA,"https://ega-archive.org/datasets/egad00001006259/files","egad00001006259",NA,"","egad00001006259",NA,NA,"restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41590-020-00817-w;https://ega-archive.org/datasets/EGAD00001006259/files","10.1038/s41590-020-00817-w;https://ega-archive.org/datasets/egad00001006259/files","10.1038/s41590-020-00817-w;egad00001006259",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41590-020-00817-w;egad00001006259",NA,NA
"10.1038/s41588-021-00973-1","10.1038/s41588-021-00973-1","10.1038/s41588-021-00973-1","https://www.ebi.ac.uk/gwas/studies/GCST90027163",NA,"https://www.ebi.ac.uk/gwas/studies/gcst90027163","gcst90027163",NA,"","gcst90027163",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41588-021-00973-1;https://www.ebi.ac.uk/gwas/studies/GCST90027163","10.1038/s41588-021-00973-1;https://www.ebi.ac.uk/gwas/studies/gcst90027163","10.1038/s41588-021-00973-1;gcst90027163",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41588-021-00973-1;gcst90027163",NA,NA
"10.1038/s41586-021-04136-4","10.1038/s41586-021-04136-4","10.1038/s41586-021-04136-4","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165580",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse165580","gse165580",NA,"","gse165580",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41586-021-04136-4;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165580","10.1038/s41586-021-04136-4;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse165580","10.1038/s41586-021-04136-4;gse165580",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41586-021-04136-4;gse165580",NA,NA
"10.1038/s41586-021-04136-4","10.1038/s41586-021-04136-4","10.1038/s41586-021-04136-4","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR15817216&display=data-access",NA,"https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr15817216&display=data-access","srr15817216",NA,"","srr15817216",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41586-021-04136-4;https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR15817216&display=data-access","10.1038/s41586-021-04136-4;https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr15817216&display=data-access","10.1038/s41586-021-04136-4;srr15817216",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41586-021-04136-4;srr15817216",NA,NA
"10.1038/s41586-021-03986-2","10.1038/s41586-021-03986-2","10.1038/s41586-021-03986-2","https://doi.org/10.5281/zenodo.3527540",NA,"https://doi.org/10.5281/zenodo.3527540","10.5281/zenodo.3527540",NA,"","10.5281/zenodo.3527540",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1038/s41586-021-03986-2;https://doi.org/10.5281/zenodo.3527540","10.1038/s41586-021-03986-2;https://doi.org/10.5281/zenodo.3527540","10.1038/s41586-021-03986-2;10.5281/zenodo.3527540",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41586-021-03986-2;10.5281/zenodo.3527540",NA,NA
"10.1038/s41586-021-03363-z","10.1038/s41586-021-03363-z","10.1038/s41586-021-03363-z","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR12880623&display=data-access",NA,"https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr12880623&display=data-access","srr12880623",NA,"","srr12880623",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41586-021-03363-z;https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR12880623&display=data-access","10.1038/s41586-021-03363-z;https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr12880623&display=data-access","10.1038/s41586-021-03363-z;srr12880623",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41586-021-03363-z;srr12880623",NA,NA
"10.1038/s41586-021-03363-z","10.1038/s41586-021-03363-z","10.1038/s41586-021-03363-z","https://clients.adaptivebiotech.com/pub/platten-2021-nature",NA,"https://clients.adaptivebiotech.com/pub/platten-2021-nature","platten-2021-nature",NA,"//clients.adaptivebiotech.com/pub/platten-2021-nature","//clients.adaptivebiotech.com/pub/platten-2021-nature",NA,NA,"restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","url","FALSE","10.1038/s41586-021-03363-z;https://clients.adaptivebiotech.com/pub/platten-2021-nature","10.1038/s41586-021-03363-z;https://clients.adaptivebiotech.com/pub/platten-2021-nature","10.1038/s41586-021-03363-z;//clients.adaptivebiotech.com/pub/platten-2021-nature",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41586-021-03363-z;//clients.adaptivebiotech.com/pub/platten-2021-nature",NA,NA
"10.1038/s41556-021-00708-8","10.1038/s41556-021-00708-8","10.1038/s41556-021-00708-8","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-9850/",NA,"https://www.ebi.ac.uk/arrayexpress/experiments/e-mtab-9850/","e-mtab-9850",NA,"","e-mtab-9850",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41556-021-00708-8;https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-9850/","10.1038/s41556-021-00708-8;https://www.ebi.ac.uk/arrayexpress/experiments/e-mtab-9850/","10.1038/s41556-021-00708-8;e-mtab-9850",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41556-021-00708-8;e-mtab-9850",NA,NA
"10.1007/s00424-021-02582-7","10.1007/s00424-021-02582-7","10.1007/s00424-021-02582-7","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10478/",NA,"https://www.ebi.ac.uk/arrayexpress/experiments/e-mtab-10478/","e-mtab-10478",NA,"","e-mtab-10478",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1007/s00424-021-02582-7;https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10478/","10.1007/s00424-021-02582-7;https://www.ebi.ac.uk/arrayexpress/experiments/e-mtab-10478/","10.1007/s00424-021-02582-7;e-mtab-10478",NA,"FALSE",NA,NA,NA,NA,NA,"10.1007/s00424-021-02582-7;e-mtab-10478",NA,NA
"10.1016/j.ajhg.2021.08.001","10.1016/j.ajhg.2021.08.001","10.1016/j.ajhg.2021.08.001","https://www.deciphergenomics.org/patient/427511/overview/general",NA,"https://www.deciphergenomics.org/patient/427511/overview/general","general",NA,"427511","427511",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.ajhg.2021.08.001;https://www.deciphergenomics.org/patient/427511/overview/general","10.1016/j.ajhg.2021.08.001;https://www.deciphergenomics.org/patient/427511/overview/general","10.1016/j.ajhg.2021.08.001;427511",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.ajhg.2021.08.001;427511",NA,NA
"10.1016/j.ccell.2021.08.008","10.1016/j.ccell.2021.08.008","10.1016/j.ccell.2021.08.008","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10633/",NA,"https://www.ebi.ac.uk/arrayexpress/experiments/e-mtab-10633/","e-mtab-10633",NA,"","e-mtab-10633",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.ccell.2021.08.008;https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10633/","10.1016/j.ccell.2021.08.008;https://www.ebi.ac.uk/arrayexpress/experiments/e-mtab-10633/","10.1016/j.ccell.2021.08.008;e-mtab-10633",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.ccell.2021.08.008;e-mtab-10633",NA,NA
"10.1016/j.ccell.2021.08.008","10.1016/j.ccell.2021.08.008","10.1016/j.ccell.2021.08.008","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182004",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse182004","gse182004",NA,"","gse182004",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.ccell.2021.08.008;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182004","10.1016/j.ccell.2021.08.008;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse182004","10.1016/j.ccell.2021.08.008;gse182004",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.ccell.2021.08.008;gse182004",NA,NA
"10.1016/j.celrep.2021.109526","10.1016/j.celrep.2021.109526","10.1016/j.celrep.2021.109526","https://www.ebi.ac.uk/ena/browser/view/PRJEB32775",NA,"https://www.ebi.ac.uk/ena/browser/view/prjeb32775","prjeb32775",NA,"","prjeb32775","erp115492",NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.celrep.2021.109526;https://www.ebi.ac.uk/ena/browser/view/PRJEB32775","10.1016/j.celrep.2021.109526;https://www.ebi.ac.uk/ena/browser/view/prjeb32775","10.1016/j.celrep.2021.109526;prjeb32775",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.celrep.2021.109526;prjeb32775",NA,NA
"10.1016/j.dib.2021.107604","10.1016/j.dib.2021.107604","10.1016/j.dib.2021.107604","http://doi.org/10.17632/mtd59df24s.2",NA,"http://doi.org/10.17632/mtd59df24s.2","10.17632/mtd59df24s.2",NA,"","10.17632/mtd59df24s.2",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1016/j.dib.2021.107604;http://doi.org/10.17632/mtd59df24s.2","10.1016/j.dib.2021.107604;http://doi.org/10.17632/mtd59df24s.2","10.1016/j.dib.2021.107604;10.17632/mtd59df24s.2",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.dib.2021.107604;10.17632/mtd59df24s.2",NA,NA
"10.1016/j.isci.2021.102645","10.1016/j.isci.2021.102645","10.1016/j.isci.2021.102645","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR14573783&display=metadata",NA,"https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr14573783&display=metadata","srr14573783",NA,"","srr14573783",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.isci.2021.102645;https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR14573783&display=metadata","10.1016/j.isci.2021.102645;https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr14573783&display=metadata","10.1016/j.isci.2021.102645;srr14573783",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.isci.2021.102645;srr14573783",NA,NA
"10.1016/j.isci.2021.103030","10.1016/j.isci.2021.103030","10.1016/j.isci.2021.103030","https://data.mendeley.com/datasets/mkz6jfywmd/1",NA,"https://data.mendeley.com/datasets/mkz6jfywmd/1","mkz6jfywmd",NA,"10.17632/mkz6jfywmd","10.17632/mkz6jfywmd",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1016/j.isci.2021.103030;https://data.mendeley.com/datasets/mkz6jfywmd/1","10.1016/j.isci.2021.103030;https://data.mendeley.com/datasets/mkz6jfywmd/1","10.1016/j.isci.2021.103030;10.17632/mkz6jfywmd",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.isci.2021.103030;10.17632/mkz6jfywmd",NA,NA
"10.1016/j.jhep.2021.10.025","10.1016/j.jhep.2021.10.025","10.1016/j.jhep.2021.10.025","https://osf.io/cswdq/",NA,"https://osf.io/cswdq/","//osf.io/cswdq","cswdq","","osf_cswdq",NA,NA,"restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","url","TRUE","10.1016/j.jhep.2021.10.025;https://osf.io/cswdq/","10.1016/j.jhep.2021.10.025;https://osf.io/cswdq/","10.1016/j.jhep.2021.10.025;osf_cswdq",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.jhep.2021.10.025;osf_cswdq",NA,NA
"10.1016/j.molcel.2020.12.046","10.1016/j.molcel.2020.12.046","10.1016/j.molcel.2020.12.046","https://www.ebi.ac.uk/pride/archive/projects/PXD018244",NA,"https://www.ebi.ac.uk/pride/archive/projects/pxd018244","pxd018244",NA,"","pxd018244",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.molcel.2020.12.046;https://www.ebi.ac.uk/pride/archive/projects/PXD018244","10.1016/j.molcel.2020.12.046;https://www.ebi.ac.uk/pride/archive/projects/pxd018244","10.1016/j.molcel.2020.12.046;pxd018244",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.molcel.2020.12.046;pxd018244",NA,NA
"10.1016/j.neuroimage.2021.118758","10.1016/j.neuroimage.2021.118758","10.1016/j.neuroimage.2021.118758","https://www.humanconnectome.org/study/hcp-young-adult",NA,"https://www.humanconnectome.org/study/hcp-young-adult","hcp-young-adult",NA,"//humanconnectome.org/study/hcp-young-adult","//humanconnectome.org/study/hcp-young-adult",NA,NA,"restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","url","FALSE","10.1016/j.neuroimage.2021.118758;https://www.humanconnectome.org/study/hcp-young-adult","10.1016/j.neuroimage.2021.118758;https://www.humanconnectome.org/study/hcp-young-adult","10.1016/j.neuroimage.2021.118758;//humanconnectome.org/study/hcp-young-adult",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.neuroimage.2021.118758;//humanconnectome.org/study/hcp-young-adult",NA,NA
"10.1016/j.neuroimage.2021.118758","10.1016/j.neuroimage.2021.118758","10.1016/j.neuroimage.2021.118758","https://doi.org/10.18112/openneuro.ds003716.v1.0.0",NA,"https://doi.org/10.18112/openneuro.ds003716.v1.0.0","10.18112/openneuro.ds003716.v1.0.0",NA,"10.18112/openneuro.ds003716","10.18112/openneuro.ds003716",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1016/j.neuroimage.2021.118758;https://doi.org/10.18112/openneuro.ds003716.v1.0.0","10.1016/j.neuroimage.2021.118758;https://doi.org/10.18112/openneuro.ds003716.v1.0.0","10.1016/j.neuroimage.2021.118758;10.18112/openneuro.ds003716",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.neuroimage.2021.118758;10.18112/openneuro.ds003716",NA,NA
"10.1038/s41375-021-01267-5","10.1038/s41375-021-01267-5","10.1038/s41375-021-01267-5","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109600",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse109600","gse109600",NA,"","gse109600",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41375-021-01267-5;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109600","10.1038/s41375-021-01267-5;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse109600","10.1038/s41375-021-01267-5;gse109600",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41375-021-01267-5;gse109600",NA,NA
"10.1038/s41467-021-22579-1","10.1038/s41467-021-22579-1","10.1038/s41467-021-22579-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165329",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse165329","gse165329",NA,"","gse165329",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41467-021-22579-1;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165329","10.1038/s41467-021-22579-1;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse165329","10.1038/s41467-021-22579-1;gse165329",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41467-021-22579-1;gse165329",NA,NA
"10.1038/s41467-021-25403-y","10.1038/s41467-021-25403-y","10.1038/s41467-021-25403-y","https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000922.v1.p1",NA,"https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000922.v1.p1","phs000922.v1.p1",NA,"phs000922","phs000922",NA,NA,"restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41467-021-25403-y;https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000922.v1.p1","10.1038/s41467-021-25403-y;https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000922.v1.p1","10.1038/s41467-021-25403-y;phs000922",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41467-021-25403-y;phs000922",NA,NA
"10.1038/s41467-021-25403-y","10.1038/s41467-021-25403-y","10.1038/s41467-021-25403-y","https://www.ebi.ac.uk/pride/archive/projects/PXD004608",NA,"https://www.ebi.ac.uk/pride/archive/projects/pxd004608","pxd004608",NA,"","pxd004608",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41467-021-25403-y;https://www.ebi.ac.uk/pride/archive/projects/PXD004608","10.1038/s41467-021-25403-y;https://www.ebi.ac.uk/pride/archive/projects/pxd004608","10.1038/s41467-021-25403-y;pxd004608",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41467-021-25403-y;pxd004608",NA,NA
"10.1038/s41467-021-25403-y","10.1038/s41467-021-25403-y","10.1038/s41467-021-25403-y","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3608793",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gsm3608793","gsm3608793",NA,"","gsm3608793",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41467-021-25403-y;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3608793","10.1038/s41467-021-25403-y;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gsm3608793","10.1038/s41467-021-25403-y;gsm3608793",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41467-021-25403-y;gsm3608793",NA,NA
"10.1038/s41467-021-27387-1","10.1038/s41467-021-27387-1","10.1038/s41467-021-27387-1","https://ega-archive.org/datasets/EGAD00001001897/files",NA,"https://ega-archive.org/datasets/egad00001001897/files","egad00001001897",NA,"","egad00001001897",NA,NA,"restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41467-021-27387-1;https://ega-archive.org/datasets/EGAD00001001897/files","10.1038/s41467-021-27387-1;https://ega-archive.org/datasets/egad00001001897/files","10.1038/s41467-021-27387-1;egad00001001897",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41467-021-27387-1;egad00001001897",NA,NA
